,Field_3,Field_4,Field_10,Field_12,Field_13,Field_19,Field_20,Field_21,Field_22,Field_23,Field_27,Field_28,Field_29,namSinh,gioiTinh,Field_36,Field_38,Field_39,Field_41,Field_42,Field_47,Field_50,Field_51,Field_53,Field_54,Field_55,Field_58,Field_59,Field_60,Field_62,Field_63,Field_64,Field_65,Field_66,Field_67,Field_69,Field_70,Field_71,Field_72,Field_73,Field_74,Field_75,Field_76,Field_77
12716,2.0,T1,2.0,G8,1.0,0.0,1300000.0,4.5,1.0,2.0,0.0,0.0,12.0,0.0,FEMALE,GD,0.0,0.0,0.0,0.0,Zezo,1.0,1.0,0.0,VN,BI,5.0,33.0,31.0,V,2.0,1.0,Vùng 1,D,205123.0,0.04,0.08,0.06,0.04,1.0,4370.0,5.0,1.0,4.0
12717,1.0,T1,1.0,G8,1.0,0.0,8420000.0,4.5,1.0,46.0,0.0,0.0,12.0,0.0,MALE,HD,0.0,0.0,0.0,1.0,Zezo,1.0,1.0,0.0,VN,YN,0.0,4.0,31.0,I,2.0,3.0,Vùng 2,E,813975.0,0.0,0.49,0.92,-0.15,1.0,1078.0,5.0,1.0,3.0
12718,2.0,T1,1.0,G8,1.0,0.0,5330000.0,4.5,1.0,61.0,0.0,0.0,12.0,0.0,MALE,DN,0.0,1.0,1.0,1.0,One,1.0,1.0,0.0,VN,YN,0.0,4.0,2.0,I,3.0,2.0,Vùng 2,I,246779.0,0.5,0.82,0.66,0.32,1.0,1440.0,7.0,2.0,3.0
12719,2.0,T1,1.0,G8,1.0,0.0,1390000.0,4.5,1.0,12.0,0.0,0.0,0.0,0.0,FEMALE,DN,0.0,1.0,1.0,1.0,One,1.0,1.0,0.0,VN,TF,0.0,4.0,31.0,I,2.0,1.0,Vùng 3,E,621165.0,0.73,0.62,0.735,0.14,1.0,1803.0,3.0,0.0,2.0
12720,1.0,GH,1.0,G8,1.0,0.0,4258600.0,4.5,1.0,7.0,0.0,0.0,0.0,0.0,MALE,DN,0.0,1.0,1.0,1.0,Four,1.0,1.0,0.0,VN,TG,0.0,5.0,3.0,I,2.0,1.0,Vùng 1,D,1028876.0,0.0,0.49,0.245,0.49,1.0,2908.0,1.0,0.0,1.0
12721,1.0,GH,1.0,G8,1.0,0.0,4800000.0,4.5,1.0,10.0,0.0,0.0,12.0,0.0,MALE,GD,0.0,1.0,1.0,1.0,Zezo,1.0,1.0,0.0,VN,TA,5.0,35.0,2.0,I,4.0,1.0,Vùng 3,H,79175.0,0.0,0.12,0.19,0.28,1.0,1460.0,5.0,0.0,6.0
12722,2.0,T1,1.0,G8,1.0,0.0,2691600.0,4.5,1.0,3.0,0.0,0.0,3.0,0.0,MALE,TN,0.0,0.0,0.0,0.0,Four,1.0,1.0,0.0,VN,BO,2.0,35.0,33.0,II,2.0,1.0,Vùng 1,I,776953.0,0.39,0.28,0.335,-0.11,1.0,1808.0,5.0,1.0,2.0
12723,2.0,T1,1.0,G8,1.0,0.0,3970000.0,4.5,1.0,4.0,0.0,0.0,12.0,0.0,MALE,DN,0.0,1.0,1.0,1.0,Zezo,1.0,1.0,0.0,VN,YN,0.0,4.0,2.0,I,3.0,2.0,Vùng 2,E,798096.0,0.53,0.43,0.48,-0.1,1.0,1073.0,5.0,1.0,5.0
12724,1.0,GH,1.0,G8,1.0,0.0,4200000.0,4.5,1.0,6.0,4200000.0,189000.0,12.0,0.0,FEMALE,DN,0.0,0.0,0.0,0.0,One,1.0,1.0,0.0,CN,YN,0.0,4.0,2.0,I,3.0,2.0,Vùng 2,H,246768.0,0.0,0.49,0.245,0.49,1.0,1447.0,3.0,0.0,3.0
12725,1.0,GH,1.0,G8,1.0,0.0,1490000.0,4.5,1.0,0.0,0.0,0.0,6.0,0.0,MALE,DN,0,1.0,1.0,1.0,Four,1.0,1.0,0.0,TW,TB,0.0,4.0,2.0,IV,2.0,4.0,Vùng 1,E,974640.0,0.33,0.35,0.195,0.15,1.0,721.0,10.0,0.0,6.0
12726,2.0,T1,1.0,G8,1.0,0.0,894000.0,4.5,1.0,58.0,0.0,0.0,12.0,0.0,FEMALE,GD,0.0,1.0,1.0,1.0,Zezo,1.0,1.0,0.0,VN,BI,5.0,33.0,31.0,V,3.0,2.0,Vùng 2,C,375081.0,0.06,0.01,0.035,-0.05,1.0,700.0,3.0,0.0,3.0
12727,1.0,GH,1.0,G8,1.0,0.0,4548100.0,4.5,1.0,29.0,0.0,0.0,3.0,0.0,MALE,DN,0.0,1.0,1.0,1.0,Four,1.0,1.0,0.0,VN,YN,0.0,4.0,2.0,I,5.0,7.0,"DN đầu tư NN (Vùng 1 có ĐT) {01->09, 15}",G,494981.0,0.45,0.62,0.535,0.17,0.0,334.0,1.0,0.0,1.0
12728,1.0,GH,1.0,G8,1.0,0.0,4520000.0,4.5,1.0,44.0,0.0,149265.0,0.0,0.0,MALE,DN,0,1.0,0.0,1.0,Zezo,1.0,1.0,0.0,VN,TC,0.0,33.0,3.0,I,4.0,3.0,Vùng 2,D,268642.0,0.01,0.6,0.06,-0.32,1.0,1797.0,3.0,1.0,5.0
12729,2.0,T1,1.0,G8,1.0,0.0,6000000.0,4.5,1.0,23.0,0.0,0.0,0.0,0.0,MALE,DN,0.0,1.0,1.0,1.0,One,1.0,1.0,0.0,VN,TA,0.0,5.0,3.0,I,3.0,2.0,Vùng 2,D,251536.0,0.03,0.87,0.45,0.84,1.0,3987.0,1.0,0.0,1.0
12730,2.0,GH,1.0,G8,1.0,2.26,2942500.0,4.5,1.0,162.0,0.0,0.0,12.0,0.0,FEMALE,DN,0,1.0,0.0,0.0,Four,1.0,1.0,0.0,VN,TA,0.0,33.0,31.0,III,2.0,1.0,Vùng 1,E,1015667.0,0.47,0.93,0.59,-0.04,1.0,1078.0,2.0,0.0,4.0
12731,1.0,T1,1.0,G8,1.0,0.0,5901300.0,4.5,1.0,2.0,0.0,0.0,0.0,0.0,FEMALE,GD,0.0,1.0,1.0,1.0,Four,1.0,1.0,0.0,VN,YN,0.0,3.0,3.0,V,2.0,3.0,Vùng 1,D,722166.0,0.04,0.39,0.195,-0.04,1.0,349.0,5.0,1.0,5.0
12732,2.0,T1,1.0,G8,1.0,0.0,3970000.0,4.5,1.0,16.0,0.0,0.0,0.0,0.0,MALE,DN,0.0,1.0,1.0,1.0,One,1.0,1.0,0.0,VN,YN,0.0,4.0,2.0,I,3.0,2.0,Vùng 2,C,723448.0,0.6,0.43,0.515,-0.17,1.0,356.0,4.0,0.0,5.0
12733,1.0,GH,1.0,G8,1.0,0.0,4596950.0,4.5,1.0,0.0,0.0,0.0,3.0,0.0,MALE,GD,0.0,1.0,1.0,1.0,Zezo,1.0,1.0,0.0,VN,TA,5.0,5.0,2.0,I,3.0,1.0,Vùng 1,C,667993.0,0.09,0.44,0.195,-0.44,1.0,711.0,4.0,0.0,4.0
12734,1.0,GH,2.0,G8,1.0,2.34,3486600.0,4.5,1.0,44.0,0.0,0.0,36.0,0.0,MALE,CH,0.0,1.0,1.0,1.0,Zezo,1.0,1.0,0.0,VN,FD,0.0,9.0,7.0,I,4.0,3.0,Vùng 3,C,431481.0,0.59,0.35,0.47,-0.24,1.0,1798.0,6.0,0.0,5.0
12735,1.0,GH,1.0,G8,1.0,1.86,11100000.0,4.5,1.0,65.0,0.0,0.0,0.0,0.0,FEMALE,HC,0.0,1.0,1.0,0.0,Four,1.0,1.0,0.0,VN,HE,5.0,83.0,3.0,I,2.0,1.0,Vùng 3,D,557036.0,0.72,0.03,0.83,0.2,1.0,352.0,5.0,1.0,4.0
12736,1.0,T1,2.0,G8,1.0,0.0,0.0,4.5,1.0,23.0,0.0,0.0,12.0,0.0,MALE,GD,0.0,1.0,1.0,1.0,One,1.0,1.0,0.0,VN,YN,0.0,4.0,3.0,II,2.0,7.0,Vùng 1,G,104255.0,0.0,0.08,0.67,-0.32,1.0,351.0,4.0,0.0,3.0
12737,2.0,GH,2.0,G3,1.0,0.0,4650000.0,4.5,1.0,49.0,0.0,0.0,12.0,0.0,MALE,TN,0.0,1.0,1.0,1.0,One,1.0,1.0,0.0,VN,TG,0.0,5.0,1.0,I,5.0,1.0,Vùng 2,B,499720.0,0.0,0.08,0.485,0.24,1.0,2544.0,9.0,0.0,2.0
12738,2.0,T1,1.0,G8,1.0,2.66,2915400.0,4.5,1.0,0.0,0.0,0.0,6.0,0.0,FEMALE,TN,0.0,1.0,1.0,1.0,Four,1.0,1.0,0.0,VN,YN,0.0,3.0,3.0,III,2.0,3.0,Vùng 4,D,671974.0,0.0,0.74,0.04,0.25,1.0,1073.0,1.0,0.0,5.0
12739,2.0,GH,1.0,G8,1.0,1.0,3731000.0,4.5,1.0,0.0,0.0,0.0,12.0,0.0,MALE,DN,0,1.0,1.0,1.0,Two,1.0,1.0,0.0,VN,TA,0.0,3.0,2.0,IV,4.0,1.0,Vùng 1,C,491075.0,1.0,0.39,0.06,0.08,1.0,-18.0,5.0,1.0,5.0
12740,1.0,GH,1.0,G8,1.0,0.0,4917000.0,4.5,1.0,0.0,0.0,0.0,6.0,0.0,FEMALE,DN,0.0,1.0,1.0,1.0,Zezo,1.0,1.0,0.0,VN,TE,5.0,83.0,31.0,I,2.0,1.0,Vùng 1,D,482088.0,0.0,0.94,0.195,0.49,1.0,2921.0,4.0,0.0,2.0
12741,1.0,GH,1.0,G8,1.0,0.0,3980000.0,4.5,1.0,3.0,0.0,0.0,0.0,0.0,MALE,DN,0.0,1.0,1.0,1.0,One,1.0,1.0,0.0,TW,TC,0.0,5.0,3.0,I,2.0,1.0,Vùng 1,D,736669.0,0.0,0.43,0.215,0.43,1.0,3274.0,5.0,1.0,3.0
12742,1.0,GH,1.0,G8,1.0,0.0,3310000.0,4.5,1.0,8.0,0.0,0.0,0.0,0.0,MALE,DN,0.0,1.0,1.0,1.0,Zezo,1.0,1.0,0.0,VN,TL,0.0,5.0,3.0,I,4.0,3.0,Vùng 3,D,381997.0,0.0,0.33,0.165,0.33,1.0,1803.0,5.0,0.0,3.0
12743,2.0,T1,1.0,G8,1.0,0.0,834000.0,4.5,1.0,12.0,0.0,0.0,12.0,0.0,MALE,GD,0.0,0.0,0.0,0.0,Zezo,1.0,1.0,0.0,VN,BI,5.0,33.0,31.0,V,3.0,2.0,Vùng 2,D,375078.0,0.02,0.01,0.015,-0.01,1.0,7294.0,3.0,0.0,3.0
12744,1.0,GH,1.0,G8,1.0,0.0,5000000.0,4.5,1.0,5.0,0.0,0.0,0.0,0.0,MALE,DN,0.0,1.0,1.0,1.0,Zezo,1.0,1.0,0.0,VN,TK,0.0,5.0,3.0,I,2.0,1.0,Vùng 1,B,1005400.0,1.0,0.77,0.885,-0.23,1.0,3269.0,2.0,0.0,2.0
12745,2.0,T1,1.0,G8,1.0,0.0,2221320.0,4.5,1.0,42.0,0.0,0.0,3.0,0.0,FEMALE,TN,0.0,1.0,1.0,0.0,Four,1.0,1.0,0.0,VN,BO,2.0,35.0,33.0,II,0.0,1.0,Vùng 1,G,797648.0,0.13,0.28,0.205,0.15,1.0,2911.0,5.0,0.0,2.0
12746,1.0,GH,1.0,G8,1.0,0.0,4914000.0,4.5,1.0,29.0,0.0,0.0,3.0,0.0,MALE,DN,0.0,1.0,1.0,1.0,Zezo,1.0,1.0,0.0,VN,YN,0.0,4.0,2.0,I,2.0,1.0,Vùng 1,D,1098532.0,0.43,0.76,0.595,0.33,1.0,1812.0,5.0,0.0,5.0
12747,2.0,T1,1.0,G8,1.0,0.0,1390000.0,4.5,1.0,0.0,0.0,0.0,12.0,0.0,MALE,GD,0.0,1.0,1.0,1.0,Zezo,1.0,1.0,0.0,VN,BI,5.0,33.0,31.0,V,2.0,1.0,Vùng 1,E,203225.0,0.63,0.08,0.355,-0.55,1.0,2898.0,4.0,0.0,2.0
12748,2.0,GH,1.0,G8,1.0,0.0,4472600.0,4.5,1.0,51.0,0.0,0.0,24.0,0.0,MALE,DN,0.0,1.0,0.0,1.0,Zezo,1.0,1.0,0.0,VN,TA,0.0,6.0,31.0,I,2.0,3.0,Vùng 3,D,722254.0,0.44,0.32,0.27,0.18,1.0,-10.0,12.0,1.0,6.0
12749,2.0,T1,1.0,G8,1.0,0.0,4772000.0,4.5,1.0,12.0,0.0,0.0,12.0,0.0,MALE,DN,0,1.0,1.0,0.0,Four,1.0,1.0,0.0,CN,TF,0.0,6.0,3.0,I,2.0,1.0,Vùng 2,D,481551.0,0.09,0.05,0.245,0.49,1.0,362.0,3.0,0.0,4.0
12750,2.0,GH,1.0,G8,1.0,0.0,3317000.0,4.5,1.0,12.0,0.0,0.0,9.0,0.0,MALE,DN,0.0,0.0,1.0,1.0,One,1.0,1.0,0.0,VN,BO,5.0,33.0,3.0,I,3.0,3.0,Vùng 4,D,293172.0,0.0,0.6,0.3,0.49,1.0,1066.0,8.0,1.0,4.0
12751,2.0,T1,1.0,G8,1.0,0.0,834000.0,4.5,1.0,36.0,0.0,0.0,12.0,0.0,MALE,GD,0.0,0.0,0.0,0.0,Two,1.0,1.0,0.0,VN,BI,5.0,33.0,31.0,V,3.0,2.0,Vùng 2,D,249994.0,0.11,0.01,0.06,-0.1,1.0,1817.0,2.0,0.0,2.0
12752,1.0,T1,1.0,G8,1.0,1.0,834000.0,4.5,1.0,82.0,0.0,0.0,0.0,0.0,FEMALE,GD,0.0,0.0,1.0,1.0,Two,1.0,1.0,0.0,VN,AC,0.0,35.0,31.0,V,8.0,2.0,Vùng 1,D,280837.0,1.0,0.43,0.2,-0.66,1.0,2532.0,9.0,2.0,3.0
12753,2.0,GH,1.0,G8,1.0,0.0,4012500.0,4.5,1.0,0.0,0.0,0.0,0.0,1.0,MALE,GD,0.0,1.0,1.0,1.0,Four,1.0,1.0,0.0,VN,AI,0.0,5.0,31.0,I,3.0,4.0,Vùng 1,F,178614.0,1.0,0.81,0.415,0.39,1.0,1084.0,3.0,0.0,4.0
12754,1.0,GH,1.0,G8,1.0,0.0,4792700.0,4.5,1.0,7.0,0.0,0.0,0.0,0.0,MALE,DN,0.0,1.0,1.0,1.0,Four,1.0,1.0,0.0,VN,YN,0.0,4.0,2.0,I,5.0,7.0,"DN đầu tư NN (Vùng 1 có ĐT) {01->09, 15}",G,494983.0,0.11,0.71,0.41,0.6,1.0,2904.0,4.0,2.0,4.0
12755,1.0,GH,1.0,G8,1.0,0.0,6000000.0,4.5,1.0,8.0,6000000.0,270000.0,6.0,0.0,FEMALE,DN,0.0,0.0,0.0,0.0,One,1.0,1.0,0.0,VN,YN,0.0,4.0,2.0,I,2.0,1.0,Vùng 1,C,678036.0,0.31,0.87,0.59,0.56,1.0,2526.0,4.0,0.0,4.0
12756,1.0,T1,1.0,G8,1.0,0.0,4260000.0,4.5,1.0,35.0,0.0,139500.0,6.0,0.0,FEMALE,HC,0.0,0.0,0.0,1.0,Zezo,1.0,1.0,0.0,VN,HE,5.0,5.0,24.0,I,2.0,3.0,Vùng 3,H,437047.0,0.19,0.6,0.64,0.4,1.0,1432.0,4.0,1.0,3.0
12757,1.0,GH,1.0,G8,1.0,2.67,2943000.0,4.5,1.0,8.0,0.0,0.0,0.0,0.0,FEMALE,TN,0.0,1.0,1.0,0.0,Four,1.0,1.0,0.0,VN,HE,0.0,5.0,3.0,I,3.0,4.0,Vùng 3,E,321804.0,0.62,0.35,0.175,0.25,1.0,3990.0,4.0,0.0,3.0
12758,2.0,GH,1.0,G8,1.0,2.67,4349000.0,4.5,1.0,32.0,0.0,0.0,12.0,0.0,MALE,GD,0.0,1.0,0.0,1.0,One,1.0,1.0,0.0,VN,TA,0.0,5.0,3.0,I,4.0,1.0,Vùng 4,G,126718.0,0.01,0.39,0.605,0.3,1.0,2181.0,9.0,1.0,5.0
12759,1.0,GH,2.0,G8,1.0,1.0,2975220.0,4.5,1.0,0.0,0.0,0.0,12.0,0.0,MALE,DN,0.0,0.0,0.0,1.0,Zezo,1.0,1.0,0.0,VN,HH,5.0,35.0,3.0,I,2.0,1.0,Vùng 1,G,697104.0,0.44,0.38,0.52,-0.54,1.0,2911.0,1.0,0.0,1.0
12760,1.0,GH,1.0,G8,1.0,0.0,4012500.0,4.5,1.0,12.0,0.0,0.0,0.0,0.0,FEMALE,DN,0.0,1.0,0.0,0.0,Two,1.0,1.0,0.0,VN,TA,0.0,5.0,3.0,I,2.0,1.0,Vùng 1,B,209234.0,0.0,0.44,0.22,0.44,1.0,3260.0,4.0,0.0,3.0
12761,1.0,GH,1.0,G8,1.0,1.0,1490000.0,4.5,1.0,17.0,0.0,0.0,12.0,0.0,MALE,XK,0.0,1.0,1.0,1.0,Three,1.0,1.0,0.0,VN,BP,0.0,36.0,34.0,I,5.0,7.0,"DN đầu tư NN (Vùng 1 có ĐT) {01->09, 15}",B,432423.0,0.0,0.12,0.06,0.12,1.0,2550.0,7.0,2.0,6.0
12762,1.0,GH,1.0,G8,1.0,0.0,5282000.0,4.5,1.0,27.0,0.0,0.0,0.0,0.0,FEMALE,HT,0.0,1.0,1.0,1.0,One,1.0,1.0,0.0,JP,YN,0.0,4.0,3.0,V,2.0,2.0,Vùng 1,D,493029.0,0.0,0.12,0.165,0.23,1.0,361.0,2.0,0.0,7.0
12763,2.0,T1,1.0,G8,1.0,0.0,4260000.0,4.5,1.0,4.0,0.0,0.0,0.0,0.0,MALE,DN,0.0,1.0,0.0,0.0,Zezo,1.0,1.0,0.0,VN,TI,0.0,5.0,3.0,I,2.0,1.0,Vùng 1,B,852259.0,0.0,0.49,0.245,0.49,1.0,341.0,2.0,0.0,1.0
12764,1.0,GH,1.0,G8,1.0,0.0,5700000.0,4.5,1.0,1.0,0.0,0.0,0.0,0.0,MALE,DN,0.0,1.0,1.0,1.0,Zezo,1.0,1.0,0.0,VN,YN,0.0,4.0,2.0,I,2.0,1.0,Vùng 1,E,822805.0,0.77,0.85,0.81,0.08,1.0,3999.0,7.0,0.0,7.0
12765,1.0,T1,1.0,G8,1.0,1.65,3806950.0,4.5,1.0,0.0,0.0,0.0,0.0,0.0,FEMALE,DN,0.0,0.0,1.0,1.0,One,1.0,1.0,0.0,VN,BO,5.0,5.0,31.0,V,4.0,2.0,Vùng 2,B,476144.0,1.0,0.71,0.105,0.12,1.0,1065.0,3.0,1.0,3.0
12766,2.0,T1,1.0,G8,1.0,0.0,1390000.0,4.5,1.0,12.0,0.0,0.0,12.0,0.0,MALE,GD,0.0,1.0,1.0,1.0,Zezo,1.0,1.0,0.0,VN,BI,5.0,33.0,31.0,V,2.0,1.0,Vùng 1,E,707256.0,0.58,0.08,0.33,-0.5,1.0,1803.0,7.0,0.0,4.0
12767,1.0,GH,1.0,G8,1.0,0.0,3750000.0,4.5,1.0,60.0,0.0,0.0,4.0,0.0,MALE,DN,0,1.0,1.0,1.0,Two,1.0,1.0,0.0,VN,HZ,0.0,33.0,31.0,III,3.0,4.0,Vùng 1,G,438198.0,0.0,0.6,0.38,0.08,1.0,3256.0,3.0,5.0,2.0
12768,2.0,T1,1.0,G8,1.0,0.0,834000.0,4.5,1.0,0.0,0.0,0.0,24.0,0.0,FEMALE,DN,0.0,1.0,0.0,1.0,Zezo,1.0,1.0,0.0,IL,BO,0.0,33.0,29.0,I,3.0,1.0,Vùng 1,D,787190.0,0.18,0.6,0.38,0.37,1.0,1818.0,5.0,2.0,5.0
12769,2.0,T1,2.0,G8,1.0,0.0,4473000.0,4.5,1.0,0.0,0.0,0.0,0.0,0.0,MALE,DN,0.0,1.0,1.0,1.0,One,1.0,1.0,0.0,VN,TD,0.0,5.0,3.0,I,2.0,1.0,Vùng 1,E,134290.0,0.43,0.6,0.515,0.17,1.0,708.0,6.0,0.0,5.0
12770,2.0,T1,1.0,G8,1.0,0.0,4180000.0,4.5,1.0,3.0,0.0,0.0,0.0,0.0,MALE,DN,0.0,1.0,1.0,1.0,One,1.0,1.0,0.0,VN,YN,0.0,4.0,2.0,I,3.0,2.0,Vùng 2,E,250453.0,0.45,0.48,0.465,0.03,1.0,2907.0,3.0,0.0,2.0
12771,1.0,T1,1.0,G8,1.0,0.0,1390000.0,4.5,1.0,0.0,2416000.0,0.0,12.0,0.0,MALE,DN,0,1.0,1.0,1.0,Four,1.0,1.0,0.0,VN,YN,0.0,4.0,3.0,V,5.0,1.0,Vùng 1,C,607218.0,0.0,0.48,0.685,0.24,1.0,3649.0,4.0,2.0,2.0
12772,1.0,T1,1.0,G8,1.0,0.0,5034000.0,4.5,1.0,14.0,0.0,0.0,12.0,0.0,MALE,DN,0.0,1.0,0.0,1.0,Zezo,1.0,1.0,0.0,VN,YN,5.0,4.0,29.0,I,3.0,4.0,Vùng 1,H,176800.0,0.11,0.12,0.1,-0.09,1.0,2529.0,9.0,0.0,6.0
12773,1.0,T1,1.0,G8,1.0,0.0,3601615.0,4.5,1.0,24.0,0.0,0.0,0.0,0.0,FEMALE,DN,0.0,1.0,1.0,1.0,Two,1.0,1.0,0.0,VN,QZ,0.0,5.0,33.0,V,4.0,1.0,Vùng 4,D,153812.0,0.08,0.01,0.06,0.15,1.0,703.0,4.0,1.0,0.0
12774,1.0,GH,1.0,G8,1.0,0.0,4360000.0,4.5,1.0,85.0,0.0,0.0,3.0,0.0,MALE,DN,0.0,1.0,0.0,0.0,Four,1.0,1.0,0.0,HQ,TZ,0.0,5.0,3.0,I,3.0,2.0,Vùng 2,D,272377.0,0.58,0.52,0.55,-0.06,1.0,1443.0,7.0,2.0,7.0
12775,2.0,T1,1.0,G8,1.0,0.0,4470000.0,4.5,1.0,53.0,0.0,0.0,12.0,0.0,MALE,DN,0.0,1.0,1.0,1.0,One,1.0,1.0,0.0,VN,YN,0.0,4.0,2.0,I,3.0,2.0,Vùng 2,G,252384.0,0.92,0.6,0.76,-0.32,1.0,352.0,6.0,1.0,4.0
12776,2.0,GH,1.0,G3,1.0,3.0,1490000.0,4.5,1.0,12.0,0.0,0.0,0.0,0.0,MALE,DN,0,1.0,1.0,1.0,Four,1.0,1.0,0.0,VN,BI,3.0,4.0,2.0,II,2.0,2.0,Vùng 1,E,447791.0,0.33,0.62,0.225,0.31,1.0,3650.0,11.0,2.0,7.0
12777,1.0,GH,1.0,G8,1.0,0.0,4258600.0,4.5,1.0,0.0,0.0,86850.0,9.0,0.0,FEMALE,DN,0,0.0,0.0,1.0,One,1.0,1.0,0.0,VN,TD,0.0,5.0,31.0,I,2.0,2.0,Vùng 2,G,973476.0,0.0,0.71,0.315,0.59,1.0,2915.0,5.0,2.0,0.0
12778,2.0,T1,2.0,G8,1.0,0.0,780000.0,4.5,1.0,6.0,0.0,0.0,12.0,0.0,MALE,GD,0.0,0.0,0.0,0.0,Two,1.0,1.0,0.0,VN,BI,5.0,33.0,31.0,V,3.0,2.0,Vùng 2,D,249994.0,0.04,0.0,0.02,-0.04,1.0,1085.0,4.0,0.0,4.0
12779,2.0,T1,1.0,G8,1.0,0.0,4920000.0,4.5,1.0,23.0,0.0,0.0,0.0,1.0,MALE,DN,0.0,1.0,1.0,1.0,One,1.0,1.0,0.0,TW,YN,0.0,4.0,2.0,I,2.0,1.0,Vùng 1,I,784916.0,0.14,0.76,0.45,0.62,1.0,2899.0,3.0,1.0,3.0
12780,1.0,GH,1.0,G8,1.0,0.0,5270000.0,4.5,1.0,36.0,0.0,0.0,3.0,1.0,MALE,DN,0.0,1.0,1.0,1.0,Zezo,1.0,1.0,0.0,VN,YN,0.0,4.0,2.0,I,2.0,1.0,Vùng 1,F,1099109.0,0.34,0.81,0.575,0.47,1.0,363.0,3.0,0.0,3.0
12781,2.0,T1,1.0,G8,1.0,0.0,5000000.0,4.5,1.0,3.0,0.0,0.0,0.0,0.0,MALE,DN,0.0,1.0,1.0,1.0,Zezo,1.0,1.0,0.0,VN,YN,0.0,4.0,2.0,I,3.0,2.0,Vùng 2,C,1102537.0,0.63,0.77,0.7,0.14,1.0,1807.0,6.0,0.0,4.0
12782,2.0,GH,1.0,G8,1.0,0.0,1390000.0,4.5,1.0,0.0,0.0,0.0,0.0,0.0,MALE,DN,0.0,1.0,1.0,1.0,Four,1.0,1.0,0.0,VN,YN,5.0,6.0,4.0,I,2.0,1.0,Vùng 3,G,762370.0,0.1,0.52,0.3,0.16,1.0,719.0,14.0,1.0,7.0
12783,2.0,T1,1.0,G8,1.0,0.0,3078000.0,4.5,1.0,63.0,0.0,0.0,5.0,0.0,MALE,TN,0,0.0,0.0,0.0,Four,1.0,1.0,0.0,VN,BO,2.0,35.0,33.0,II,3.0,2.0,Vùng 2,H,246539.0,0.69,0.3,0.495,-0.39,1.0,2537.0,9.0,3.0,5.0
12784,2.0,T1,1.0,G8,1.0,0.0,1043000.0,4.5,1.0,37.0,0.0,0.0,0.0,0.0,MALE,DN,0.0,1.0,1.0,1.0,Zezo,1.0,1.0,0.0,VN,TI,0.0,4.0,33.0,I,0.0,4.0,Vùng 3,C,326157.0,0.45,0.62,0.205,-0.44,1.0,1821.0,11.0,1.0,5.0
12785,1.0,GH,1.0,G8,1.0,1.0,5005000.0,4.5,1.0,88.0,0.0,0.0,0.0,0.0,MALE,DN,0.0,0.0,0.0,1.0,One,1.0,1.0,0.0,VN,AL,0.0,5.0,4.0,I,2.0,1.0,Vùng 1,B,248199.0,0.03,0.28,0.105,-0.53,1.0,1072.0,1.0,2.0,1.0
12786,2.0,T1,1.0,G8,1.0,0.0,6000000.0,4.5,1.0,9.0,0.0,0.0,0.0,0.0,MALE,DN,0.0,1.0,1.0,1.0,One,1.0,1.0,0.0,VN,YN,0.0,4.0,2.0,I,3.0,2.0,Vùng 2,E,252202.0,0.79,0.87,0.83,0.08,1.0,2895.0,10.0,3.0,4.0
12787,1.0,GH,1.0,G8,1.0,0.0,3281000.0,4.5,1.0,119.0,0.0,0.0,12.0,0.0,MALE,TN,0.0,1.0,1.0,0.0,Four,1.0,1.0,0.0,VN,YN,0.0,33.0,2.0,I,3.0,3.0,"DN đầu tư NN (Vùng 1 có ĐT) {01->09, 15}",D,351603.0,0.0,0.08,0.215,-0.11,1.0,1817.0,8.0,3.0,10.0
12788,1.0,GH,1.0,G8,1.0,3.2539999999999996,4300000.0,4.5,1.0,0.0,0.0,0.0,6.0,0.0,FEMALE,DN,0.0,1.0,1.0,0.0,Four,1.0,1.0,0.0,VN,TC,0.0,5.0,4.0,I,2.0,1.0,Vùng 2,E,806468.0,0.19,0.43,0.165,0.22,1.0,705.0,6.0,0.0,3.0
12789,2.0,T1,1.0,G8,1.0,0.0,3477500.0,4.5,1.0,33.0,0.0,0.0,0.0,0.0,MALE,DN,0.0,1.0,1.0,1.0,One,1.0,1.0,0.0,VN,TD,0.0,5.0,3.0,I,4.0,3.0,Vùng 3,C,509743.0,0.86,0.35,0.605,-0.51,1.0,708.0,8.0,0.0,4.0
12790,1.0,GH,1.0,G8,1.0,0.0,4580000.0,4.5,1.0,51.0,0.0,0.0,12.0,0.0,MALE,GD,0.0,1.0,1.0,1.0,Zezo,1.0,1.0,0.0,VN,HI,0.0,4.0,3.0,I,3.0,3.0,Vùng 1,G,437309.0,0.07,0.74,0.27,0.23,1.0,1817.0,5.0,0.0,5.0
12791,2.0,T1,1.0,G8,1.0,0.0,4070000.0,4.5,1.0,14.0,0.0,0.0,0.0,0.0,MALE,DN,0.0,1.0,1.0,1.0,One,1.0,1.0,0.0,KR,YN,0.0,4.0,2.0,I,6.0,5.0,"DN đầu tư NN (Vùng 2 có ĐT) {10->14, 16, 19->23, 25, 29}",E,970731.0,0.57,0.44,0.505,-0.13,1.0,1805.0,5.0,1.0,4.0
